PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived,FamilySize,IsAlone,Title,Cabin_letter,Cabin_impact,Ticket_impact,Last_name_impact,Other_last_name_impact,Ticket_first_impact,Ticket_second_impact,AgeIsBad
704,3,male,25.0,0,0,7.7417,Q,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,3,male,19.0,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,3,male,29.944285714285712,0,0,7.25,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
293,2,male,36.0,0,0,12.875,C,0,1,1,Mr,D,0.0,0.0,0.0,0.0,-8.987297,0.0,0.0
221,3,male,16.0,0,0,8.05,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,-9.680394,0.0,0.0
119,1,male,24.0,0,1,247.5208,C,0,2,0,Mr,B,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
176,3,male,18.0,1,1,7.8542,S,0,3,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,3,female,18.0,0,0,7.4958,S,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,1,male,48.0,1,0,52.0,S,1,2,0,Mr,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,1,female,45.0,1,1,164.8667,S,1,3,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,3,male,19.0,0,0,8.05,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,1,female,40.0,0,0,153.4625,S,1,1,1,Miss,C,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
14,3,male,39.0,1,5+,31.275,S,0,5+,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2,female,29.0,0,0,10.5,S,1,1,1,Mrs,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,3,female,18.0,0,0,9.8417,S,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,3,female,4.816666666666666,3,1,25.4667,S,0,5+,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
388,2,female,36.0,0,0,13.0,S,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,3,male,40.5,0,0,7.75,Q,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,1,male,35.0,0,0,26.55,C,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,1,female,48.0,1,0,39.6,C,1,2,0,Rare,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,3,male,26.593095238095238,0,0,7.2292,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
840,1,male,47.4,0,0,29.7,C,1,1,1,Mr,C,0.0,0.0,0.0,0.0,0.0,0.0,1.0
277,3,female,45.0,0,0,7.75,S,0,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,3,male,25.0,0,0,0.0,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,1,male,27.0,1,0,53.1,S,1,2,0,Mr,E,9.433583,9.433583,9.433583,0.0,0.0,9.433583,0.0
371,1,male,25.0,1,0,55.4417,C,1,2,0,Mr,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,1,male,39.0,0,0,0.0,S,0,1,1,Mr,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,2,female,18.0,0,1,23.0,S,1,2,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,2,male,28.5,0,0,13.8625,C,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
228,3,male,20.5,0,0,7.25,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,-8.987297,0.0,0.0
585,3,male,22.230519480519483,0,0,8.7125,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
482,2,male,33.35094017094018,0,0,0.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
874,3,male,47.0,0,0,9.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,1,male,11.0,1,2,120.0,S,1,4,0,Master,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,2,male,31.0,1,1,37.0042,C,0,3,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,3,female,15.0,0,0,7.225,C,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2,female,34.0,0,1,23.0,S,1,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,1,male,50.0,2,0,133.65,S,1,3,0,Dr,,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
186,1,male,48.5,0,0,50.0,S,0,1,1,Mr,A,0.0,0.0,0.0,0.0,0.0,0.0,1.0
291,1,female,26.0,0,0,78.85,S,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,3,male,26.593095238095238,0,0,7.2292,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
768,3,female,30.5,0,0,7.75,Q,0,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,3,male,24.0,2,0,24.15,S,0,3,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,1,male,4.0,0,2,81.8583,S,1,3,0,Master,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,2,female,48.0,1,2,65.0,S,1,4,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,1,male,52.0,0,0,35.0,S,0,1,1,Mr,C,0.0,0.0,0.0,0.0,0.0,0.0,1.0
80,3,female,30.0,0,0,12.475,S,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,female,38.0,1,0,71.2833,C,1,2,0,Mrs,C,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
70,3,male,26.0,2,0,8.6625,S,0,3,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,3,female,4.816666666666666,3,1,25.4667,S,0,5+,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
255,3,female,41.0,0,2,20.2125,S,0,3,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,3,female,29.0,0,2,15.2458,C,1,3,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,1,female,54.0,1,0,78.2667,C,1,2,0,Miss,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,1,female,30.0,0,0,106.425,C,1,1,1,Miss,,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
698,3,female,17.895833333333336,0,0,7.7333,Q,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
745,3,male,31.0,0,0,7.925,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,3,male,17.0,1,0,7.0542,S,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,3,male,30.216271228771227,0,0,7.775,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
327,3,male,61.0,0,0,6.2375,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,3,male,16.0,4,1,39.6875,S,0,5+,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,3,female,28.0,0,0,7.8958,S,0,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,3,male,20.0,1,1,15.7417,C,1,3,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,2,male,1.0,2,1,39.0,S,1,4,0,Master,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,2,male,18.0,0,0,11.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,3,male,16.0,0,0,7.775,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,2,female,17.0,0,0,10.5,S,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,2,female,28.0,1,0,26.0,S,1,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1,male,54.0,0,0,51.8625,S,0,1,1,Mr,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,3,male,23.0,0,0,9.225,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,3,male,27.8,1,0,16.1,S,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
175,1,male,56.0,0,0,30.6958,C,0,1,1,Mr,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,2,female,50.0,0,1,26.0,S,1,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,3,female,18.0,0,0,6.75,Q,0,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,3,male,21.0,0,0,7.775,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,2,male,1.0,0,2,37.0042,C,1,3,0,Master,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
886,3,female,39.0,0,5+,29.125,Q,0,5+,0,Mrs,,0.0,-8.987297,-8.987297,0.0,0.0,-8.987297,0.0
524,1,female,44.0,0,1,57.9792,C,1,2,0,Mrs,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,2,male,31.0,0,0,10.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,1,male,47.0,0,0,38.5,S,0,1,1,Mr,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,3,male,19.0,0,0,10.1708,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,3,female,36.0,1,0,17.4,S,1,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,3,male,20.0,0,0,7.2292,C,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,1,female,24.0,0,0,49.5042,C,1,1,1,Miss,C,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
312,1,female,18.0,2,2,262.375,C,1,5+,0,Miss,B,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
501,3,male,17.0,0,0,8.6625,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,3,male,16.0,0,0,9.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,3,male,28.5,0,0,7.2292,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,1,male,45.5,0,0,28.5,S,0,1,1,Mr,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,1,female,36.0,1,2,120.0,S,1,4,0,Mrs,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,3,male,39.0,0,0,7.925,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,2,male,2.0,1,1,26.0,S,1,3,0,Master,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,3,male,24.68586956521739,0,0,8.1125,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
384,1,female,35.0,1,0,52.0,S,1,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,3,male,25.0,0,0,7.25,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,3,female,29.0,1,1,10.4625,S,0,3,0,Mrs,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,3,female,0.75,2,1,19.2583,C,1,4,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2,male,66.0,0,0,10.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,3,male,22.0,0,0,7.125,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,3,male,26.2,1,0,19.9667,S,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
707,2,female,45.0,0,0,13.5,S,1,1,1,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,3,male,47.0,0,0,7.25,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,-8.987297,0.0,0.0
540,1,female,22.0,0,2,49.5,C,1,3,0,Miss,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,3,male,1.0,5+,2,46.9,S,0,5+,0,Master,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,2,male,18.0,0,0,11.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,3,male,24.0,0,0,7.4958,S,0,1,1,Mr,,0.0,0.0,-8.987297,0.0,0.0,0.0,0.0
783,1,male,29.0,0,0,30.0,S,0,1,1,Mr,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,3,male,40.5,0,2,14.5,S,0,3,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,3,male,26.0,1,2,20.575,S,0,4,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,1,male,27.0,0,0,76.7292,C,1,1,1,Mr,D,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
18,2,male,33.021435159043854,0,0,13.0,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
348,3,female,29.3,1,0,16.1,S,1,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
391,1,male,36.0,1,2,120.0,S,1,4,0,Mr,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,2,male,30.0,0,0,13.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,1,female,39.0,1,1,83.1583,C,1,3,0,Miss,E,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
213,3,male,22.0,0,0,7.25,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,-8.987297,0.0,0.0
659,2,male,23.0,0,0,13.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,3,male,1.0,4,1,39.6875,S,0,5+,0,Master,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1,male,46.0,1,0,61.175,S,0,2,0,Mr,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,2,female,29.0,1,0,26.0,S,1,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,3,male,42.0,0,0,8.6625,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,1,female,36.0,0,2,71.0,S,1,3,0,Miss,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,2,male,23.0,0,0,15.0458,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,3,male,22.6,0,0,7.7333,Q,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55,1,male,65.0,0,1,61.9792,C,0,2,0,Mr,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,3,female,8.0,3,1,21.075,S,0,5+,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,3,female,20.0,1,0,9.825,S,0,2,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1,male,23.0,0,1,63.3583,C,1,2,0,Mr,D,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
227,2,male,19.0,0,0,10.5,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,1,male,21.0,0,1,77.2875,S,0,2,0,Mr,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,3,male,22.0,0,0,7.5208,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2,female,21.0,0,0,10.5,S,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,1,male,45.0,0,0,26.55,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,1,female,24.0,0,0,83.1583,C,1,1,1,Miss,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,3,female,5.40625,1,1,22.3583,C,1,3,0,Miss,F,0.0,0.0,0.0,0.0,0.0,0.0,1.0
198,3,male,42.0,0,1,8.4042,S,0,2,0,Mr,,0.0,0.0,-8.987297,0.0,0.0,0.0,0.0
182,2,male,28.6,0,0,15.05,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
703,3,female,18.0,0,1,14.4542,C,0,2,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,2,male,32.0,2,0,73.5,S,0,3,0,Mr,,0.0,-9.680394,-8.987297,0.0,-9.680394,-9.680394,0.0
193,3,female,19.0,1,0,7.8542,S,1,2,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1,male,46.2,0,0,35.5,S,1,1,1,Mr,C,0.0,0.0,0.0,0.0,0.0,0.0,1.0
42,2,female,27.0,1,0,21.0,S,0,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,3,male,28.0,0,0,9.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,1,female,23.0,3,2,263.0,S,1,5+,0,Miss,C,9.433583,9.433583,9.433583,0.0,0.0,9.433583,0.0
872,1,female,47.0,1,1,52.5542,S,1,3,0,Mrs,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,3,male,32.02642634177417,0,0,8.05,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
498,3,male,31.4,0,0,15.1,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
504,3,female,37.0,0,0,9.5875,S,0,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,3,female,21.666666666666668,0,0,7.55,S,0,1,1,Miss,,0.0,0.0,0.0,0.0,-8.987297,0.0,1.0
742,1,male,36.0,1,0,78.85,S,0,2,0,Mr,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,3,male,28.81454497016198,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
443,3,male,25.0,1,0,7.775,S,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,1,male,22.0,0,0,135.6333,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
436,1,female,14.0,1,2,120.0,S,1,4,0,Miss,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,1,male,37.0,0,1,29.7,C,0,2,0,Mr,C,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
486,3,female,4.816666666666666,3,1,25.4667,S,0,5+,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
39,3,female,18.0,2,0,18.0,S,0,3,0,Miss,,0.0,-8.987297,-8.987297,0.0,0.0,-8.987297,0.0
81,3,male,22.0,0,0,9.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,1,female,58.0,0,1,153.4625,S,1,2,0,Mrs,C,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
864,3,female,19.066666666666666,5+,2,69.55,S,0,5+,0,Miss,,0.0,-8.987297,-8.987297,0.0,-8.987297,-8.987297,1.0
759,3,male,34.0,0,0,8.05,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,1,male,51.0,0,0,26.55,S,1,1,1,Mr,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,3,female,25.0,1,0,7.925,S,0,2,0,Miss,,0.0,0.0,0.0,0.0,9.433583,0.0,0.0
766,1,female,51.0,1,0,77.9583,S,1,2,0,Mrs,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,3,male,30.216271228771227,0,0,7.775,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
243,2,male,29.0,0,0,10.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,-8.987297,0.0,0.0
608,1,male,27.0,0,0,30.5,S,1,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,1,male,31.0,1,0,57.0,S,1,2,0,Mr,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,1,male,36.0,0,0,26.2875,S,1,1,1,Mr,E,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
523,3,male,28.833333333333336,0,0,7.225,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
706,2,male,39.0,0,0,26.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,3,male,28.81454497016198,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
457,1,male,65.0,0,0,26.55,S,0,1,1,Mr,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,3,male,28.81454497016198,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
307,1,female,31.3,0,0,110.8833,C,1,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
278,2,male,33.35094017094018,0,0,0.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
812,3,male,39.0,0,0,24.15,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,3,female,18.0,1,0,17.8,S,0,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,3,male,40.0,0,0,7.225,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,3,male,28.81454497016198,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
156,1,male,51.0,0,1,61.3792,C,0,2,0,Mr,,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
578,1,female,39.0,1,0,55.9,S,1,2,0,Mrs,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,2,female,27.0,0,0,10.5,S,1,1,1,Miss,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,2,male,52.0,0,0,13.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,3,male,34.0,0,0,8.05,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,3,male,21.0,0,0,7.8,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,1,female,30.0,0,0,86.5,S,1,1,1,Miss,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,3,male,44.0,0,1,16.1,S,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,1,female,35.0,1,0,83.475,S,1,2,0,Mrs,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,2,male,18.0,0,0,73.5,S,0,1,1,Mr,,0.0,-9.680394,0.0,0.0,-9.680394,-9.680394,0.0
809,2,male,39.0,0,0,13.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,1,male,60.0,1,1,79.2,C,1,3,0,Mr,B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,2,female,4.0,2,1,39.0,S,1,4,0,Miss,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,female,25.8,1,0,146.5208,C,1,2,0,Mrs,B,0.0,0.0,0.0,0.0,1.1394037,0.0,1.0
421,3,male,30.343039215686275,0,0,7.8958,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
804,3,male,0.42,0,1,8.5167,C,1,2,0,Master,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,3,female,23.0,0,0,7.55,S,1,1,1,Miss,,0.0,0.0,0.0,0.0,-8.987297,0.0,0.0
223,3,male,51.0,0,0,8.05,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,2,male,8.0,1,1,36.75,S,1,3,0,Master,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,3,male,6.0,0,1,12.475,S,1,2,0,Master,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,1,male,32.8,0,0,221.7792,S,0,1,1,Mr,C,0.0,0.0,0.0,0.0,1.1394037,0.0,1.0
871,3,male,26.0,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2,female,29.0,1,0,26.0,S,1,2,0,Mrs,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,3,male,17.0,0,0,8.6625,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2,male,27.0,0,0,13.0,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,2,male,35.0,0,0,10.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,3,male,28.35,0,0,14.5,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,3,male,30.951785714285716,0,0,8.4583,Q,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
592,1,female,52.0,1,0,78.2667,C,1,2,0,Mrs,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,3,male,25.0,0,0,7.05,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,-9.680394,0.0,0.0
599,3,male,28.833333333333336,0,0,7.225,C,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
160,3,male,5.916666666666666,5+,2,69.55,S,0,5+,0,Master,,0.0,-8.987297,-8.987297,0.0,-8.987297,-8.987297,1.0
535,3,female,30.0,0,0,8.6625,S,0,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,3,female,25.0,0,0,7.775,S,0,1,1,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,1,male,36.0,0,0,26.3875,S,1,1,1,Mr,E,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
217,3,female,27.0,0,0,7.925,S,1,1,1,Miss,,0.0,0.0,0.0,0.0,9.433583,0.0,0.0
429,3,male,42.25785714285714,0,0,7.75,Q,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40,3,female,14.0,1,0,11.2417,C,1,2,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,3,male,59.0,0,0,7.25,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,3,female,9.0,2,2,34.375,S,0,5+,0,Miss,,0.0,-8.987297,-8.987297,0.0,-8.987297,-8.987297,0.0
97,1,male,71.0,0,0,34.6542,C,0,1,1,Mr,A,0.0,0.0,0.0,0.0,1.1394037,0.0,0.0
418,2,female,18.0,0,2,13.0,S,1,3,0,Miss,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,3,male,24.0,0,0,7.8958,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,3,male,36.0,1,0,15.55,S,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,3,male,29.0,0,0,8.05,S,0,1,1,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,2,male,21.0,1,0,11.5,S,0,2,0,Mr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,1,female,25.0,1,2,151.55,S,0,4,0,Mrs,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,3,female,24.0,1,0,15.85,S,1,2,0,Mrs,,0.0,0.0,0.0,0.0,9.433583,0.0,0.0
